Feature type,Primary DBID,Systematic Name,SGD Alias,Description,Standard Name,Chromosome,Start,End,Strand
ORF,S000005658,YOR132W,PEP21|retromer subunit VPS17|VPT3,Subunit of the membrane-associated retromer complex; essential for endosome-to-Golgi retrograde protein transport; peripheral membrane protein that assembles onto the membrane with Vps5p to promote vesicle formation; required for recruiting the retromer complex to the endosome membranes,VPS17,chrXV,573175,574830,1
ORF,S000001387,YIL125W,alpha-ketoglutarate dehydrogenase KGD1|OGD1,"Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase complex; catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA",KGD1,chrIX,122689,125733,1
ORF,S000001945,YFR049W,KGD4|mitochondrial 37S ribosomal protein YMR31,"Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase; recruits E3 subunit (Lpd1p) to the E1-E2 (Kgd1p, Kgd2p) core; exists in two forms derived from a single mRNA translated from two alternative start sites; has similarity to human mitochondrial ribosomal protein MRP-S36",YMR31,chrVI,248523,248894,1
ORF,S000007247,YML081C-A,F1F0 ATP synthase subunit i,"Subunit of the mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; termed subunit I or subunit j; does not correspond to known ATP synthase subunits in other organisms",ATP18,chrXIII,103983,104162,-1
ORF,S000002954,YEL059C-A,,Subunit of the mitochondrial inner membrane peptidase (IMP); IMP is required for maturation of mitochondrial proteins of the intermembrane space; Som1p facilitates cleavage of a subset of substrates; contains twin cysteine-x9-cysteine motifs,SOM1,chrV,42400,42624,-1
ORF,S000004721,YMR115W,FMP24,Subunit of the mitochondrial (mt) i-AAA protease supercomplex; i-AAA degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr1p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA,MGR3,chrXIII,497704,499209,1
ORF,S000000549,YCL044C,,Subunit of the mitochondrial (mt) i-AAA protease supercomplex; i-AAA degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr3p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA,MGR1,chrIII,47111,48364,-1
ORF,S000004105,YLR115W,cleavage polyadenylation factor subunit CFT2|YDH1,"Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage, polyadenylation and poly(A) site recognition, 43% similarity with the mammalian CPSF-100 protein.",CFT2,chrXII,377985,380564,1
ORF,S000001886,YFL008W,CHL10|cohesin subunit SMC1,"Subunit of the multiprotein cohesin complex; essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member, binds DNA with a preference for DNA with secondary structure",SMC1,chrVI,119429,123106,1
ORF,S000003610,YJL074C,cohesin subunit SMC3,"Subunit of the multiprotein cohesin complex; required for sister chromatid cohesion in mitotic cells; also required, with Rec8p, for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member",SMC3,chrX,299157,302849,-1
ORF,S000006235,YPR031W,,Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3,NTO1,chrXVI,631515,633761,1
ORF,S000005590,YOR064C,YOR29-15,Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3; shares significant sequence identity with the human candidate tumor suppressor p33-ING1 in C-terminal region,YNG1,chrXV,446079,446738,-1
ORF,S000003842,YJR082C,,Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3,EAF6,chrX,581914,582255,-1
ORF,S000005080,YNL136W,,Subunit of the NuA4 histone acetyltransferase complex; NuA4 acetylates the N-terminal tails of histones H4 and H2A,EAF7,chrXIV,370368,371645,1
ORF,S000003068,YGL100W,,"Subunit of the Nup84 nuclear pore and SEACAT subcomplexes; involved in nucleocytoplasmic transport and NPC biogenesis in the nuclear pore subcomplex; subunit of SEACAT, a subcomplex of the SEA complex that inhibits the TORC1 inhibitory role of SEACIT (Iml1p-Npr2p-Npr3p), a GAP for Gtr1p in response to amino acid limitation, thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; human SEH1 homolog",SEH1,chrVII,313234,314283,1
ORF,S000002274,YDL116W,,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery, including double-strand break repair, transcription and chromatin silencing; homologous to human NUP107",NUP84,chrIV,251566,253746,1
ORF,S000001540,YKL057C,RAT2,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery, including double-strand break repair, transcription and chromatin silencing; homologous to human NUP160",NUP120,chrXI,330856,333969,-1
ORF,S000003803,YJR042W,RAT9,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery, including double-strand break repair, transcription and chromatin silencing; homologous to human NUP85 aka NUP75",NUP85,chrX,514055,516289,1
ORF,S000004481,YML019W,dolichyl-diphosphooligosaccharide--protein glycotransferase,Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; similar to and partially functionally redundant with Ost3p,OST6,chrXIII,233457,234455,1
ORF,S000002391,YDL232W,olichyl-diphosphooligosaccharide--protein glycotransferase OST4,Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes protein asparagine-linked glycosylation; type I membrane protein required for incorporation of Ost3p or Ost6p into the OST complex,OST4,chrIV,38487,38597,1
ORF,S000003927,YLL004W,origin recognition complex subunit 3,Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing,ORC3,chrXII,141073,142923,1
ORF,S000005205,YNL261W,origin recognition complex subunit 5,Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing,ORC5,chrXIV,155100,156539,1
ORF,S000000264,YBR060C,origin recognition complex subunit 2|RRR1|SIR5,Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; interacts with Spp1p and with trimethylated histone H3; phosphorylated by Cdc28p,ORC2,chrII,360652,362514,-1
ORF,S000006366,YPR162C,origin recognition complex subunit 4,"Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog, RIF2, that arose from the whole genome duplication",ORC4,chrXVI,866715,868304,-1
ORF,S000001160,YHR118C,origin recognition complex subunit 6,Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; phosphorylated by Cdc28p; mutation in the human Orc6p is linked to Meier-Gorlin syndrome,ORC6,chrVIII,344321,345628,-1
ORF,S000003364,YGR132C,prohibitin subunit PHB1,Subunit of the prohibitin complex (Phb1p-Phb2p); prohibitin is a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation; prohibitin deficiency induces a mitochondrial unfolded protein response (mtUPR),PHB1,chrVII,755589,756452,-1
ORF,S000003463,YGR231C,prohibitin subunit PHB2,Subunit of the prohibitin complex (Phb1p-Phb2p); prohibitin is a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation; prohibitin deficiency induces a mitochondrial unfolded protein response (mtUPR),PHB2,chrVII,952548,953480,-1
ORF,S000005945,YPL024W,NCE4,"Subunit of the RecQ (Sgs1p) - Topo III (Top3p) complex; stimulates superhelical relaxing, DNA catenation/decatenation and ssDNA binding activities of Top3p; involved in response to DNA damage; functions in S phase-mediated cohesion establishment via a pathway involving the Ctf18-RFC complex and Mrc1p; stimulates Top3p DNA catenation/decatenation activity; null mutants display increased rates of recombination and delayed S phase",RMI1,chrXVI,503517,504242,1
ORF,S000003142,YGL174W,CWC26,Subunit of the RES complex; RES complex is required for nuclear pre-mRNA retention and splicing; involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern due to a specific defect in MATa1 pre-mRNA splicing which leads to haploid gene expression in diploids,BUD13,chrVII,174545,175345,1
ORF,S000004006,YLR016C,,Subunit of the RES complex; RES complex is required for nuclear retention of unspliced pre-mRNAs; acts in the same pathway as Pml39p and Mlp1p,PML1,chrXII,176802,177416,-1
ORF,S000000189,YBL093C,MED19|NUT3|RMR1|SSN7|SSX2,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme,ROX3,chrII,44256,44918,-1
ORF,S000005411,YOL051W,ABE1|MED15|RAR3|SDS4|SPT13,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by acting as target of activators and repressors; forms part of the tail domain of mediator,GAL11,chrXV,234940,238185,1
ORF,S000005293,YNR010W,MED9,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; component of the Middle domain of mediator; required for regulation of RNA polymerase II activity; relocalizes to the cytosol in response to hypoxia,CSE2,chrXIV,643744,644193,1
ORF,S000005180,YNL236W,BEL2|GAL22|MED16|RYE1|SDI3|SSF5|SSN4|SSX3|TSF3,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both positive and negative transcriptional regulation; dispensible for basal transcription,SIN4,chrXIV,206930,209854,1
ORF,S000002993,YGL025C,HRS1|MED3,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor,PGD1,chrVII,448764,449957,-1
ORF,S000000397,YBR193C,,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,MED8,chrII,609082,609753,-1
ORF,S000000457,YBR253W,MED22,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,SRB6,chrII,723270,723635,1
ORF,S000005495,YOL135C,mediator complex subunit MED7,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,MED7,chrXV,69376,70044,-1
ORF,S000005700,YOR174W,,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,MED4,chrXV,658747,659601,1
ORF,S000006274,YPR070W,,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,MED1,chrXVI,685898,687598,1
ORF,S000000677,YCR081W,GIG1|MED12|NUT6|SSN5|YCR080W,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression,SRB8,chrIII,254371,258654,1
ORF,S000001100,YHR058C,mediator complex subunit MED6,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; protein abundance increases in response to DNA replication stress,MED6,chrVIII,218997,219884,-1
ORF,S000002163,YDL005C,,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; relocalizes to the cytosol in response to hypoxia,MED2,chrIV,441014,442309,-1
ORF,S000003336,YGR104C,MED18,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; required for proper termination of transcription for some genes; involved in telomere maintenance,SRB5,chrVII,697445,698368,-1
ORF,S000002716,YDR308C,MED21|SSX1,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; target of the global repressor Tup1p,SRB7,chrIV,1078027,1078449,-1
ORF,S000004718,YMR112C,,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential protein,MED11,chrXIII,494100,494495,-1
ORF,S000001083,YHR041C,HRS2|MED20,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; general transcription factor involved in telomere maintenance,SRB2,chrVIII,189131,189864,-1
ORF,S000003095,YGL127C,MED31|mediator complex subunit SOH1,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; involved in telomere maintenance; conserved with other metazoan MED31 subunits,SOH1,chrVII,270392,270775,-1
ORF,S000000824,YER022W,MED17,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for basal RNA polymerase II transcription; homozygosity of the human MED17 L371P mutation is associated with infantile cerebral and cerebellar atrophy with poor myelination,SRB4,chrV,198812,200875,1
ORF,S000004061,YLR071C,MED14,"Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression, HO repression, RME1 repression and sporulation",RGR1,chrXII,275378,278626,-1
ORF,S000002851,YDR443C,MED13|NUT8|RYE3|SCA1|SRB9|SSX5|UME2,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for stable association of Srb10p-Srb11p kinase; essential for transcriptional regulation,SSN2,chrIV,1345676,1349938,-1
ORF,S000006372,YPR168W,MED10|mediator complex subunit NUT2,Subunit of the RNA polymerase II mediator complex; conserved from yeast to human; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for transcriptional activation and has a role in basal transcription; protein abundance increases in response to DNA replication stress,NUT2,chrXVI,878076,878549,1
ORF,S000002800,YDR392W,transcriptional regulator SPT3,"Subunit of the SAGA and SAGA-like transcriptional regulatory complexes; interacts with Spt15p to activate transcription of some RNA polymerase II-dependent genes, also functions to inhibit transcription at some promoters; role in preventing L-A mycovirus pathogenesis; relocalizes to the cytosol in response to hypoxia",SPT3,chrIV,1258696,1259709,1
ORF,S000005508,YOL148C,ADA5,Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay,SPT20,chrXV,45760,47574,-1
ORF,S000000285,YBR081C,GIT2|SAGA histone acetyltransferase complex subunit SPT7,Subunit of the SAGA transcriptional regulatory complex; involved in proper assembly of the complex; also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex,SPT7,chrII,401253,405251,-1
ORF,S000004045,YLR055C,SAGA complex subunit SPT8,Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters,SPT8,chrXII,251272,253080,-1
ORF,S000002589,YDR181C,,"Subunit of the SAS complex (Sas2p, Sas4p, Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; required for the HAT activity of Sas2p",SAS4,chrIV,825910,827355,-1
ORF,S000005739,YOR213C,,"Subunit of the SAS complex (Sas2p, Sas4p, Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; stimulates Sas2p HAT activity",SAS5,chrXV,744535,745281,-1
ORF,S000002493,YDR086C,translocon subunit SSS1,"Subunit of the Sec61p translocation complex (Sec61p-Sss1p-Sbh1p); this complex forms a channel for passage of secretory proteins through the endoplasmic reticulum membrane, and of the Ssh1p complex (Ssh1p-Sbh2p-Sss1p); interacts with Ost4p and Wbp1p",SSS1,chrIV,616928,617170,-1
ORF,S000001374,YIL112W,,Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate,HOS4,chrIX,151595,154846,1
ORF,S000002201,YDL043C,RNA11,Subunit of the SF3a splicing factor complex; required for spliceosome assembly,PRP11,chrIV,375680,376480,-1
ORF,S000003739,YJL203W,SPP91,Subunit of the SF3a splicing factor complex; required for spliceosome assembly,PRP21,chrX,53341,54183,1
ORF,S000002188,YDL030W,SF3a splicing factor complex subunit PRP9,Subunit of the SF3a splicing factor complex; required for spliceosome assembly; acts after the formation of the U1 snRNP-pre-mRNA complex,PRP9,chrIV,397537,399129,1
ORF,S000001394,YIL132C,,"Subunit of the Shu complex (aka PCSS complex); Shu complex also includes Psy3, Shu1, Shu2, and promotes error-free DNA repair; Shu complex mediates inhibition of Srs2p anti-recombinase function; promotes formation of Rad51p filaments; Psy3p and Csm2p contain similar DNA-binding regions which work together to form a single DNA binding site; required for accurate chromosome segregation during meiosis",CSM2,chrIX,99860,100501,-1
ORF,S000003770,YJR010C-A,signal peptidase complex subunit SPC1,Subunit of the signal peptidase complex (SPC); SPC cleaves the signal sequence from proteins targeted to the endoplasmic reticulum (ER); homolog of the SPC12 subunit of mammalian signal peptidase complex; protein abundance increases in response to DNA replication stress,SPC1,chrX,458077,458361,-1
ORF,S000004573,YML105C,RNA-binding signal recognition particle subunit SEC65,Subunit of the signal recognition particle (SRP); involved in protein targeting to the ER; interacts with Srp54p; homolog of mammalian SRP19,SEC65,chrXIII,57866,58687,-1
ORF,S000001605,YKL122C,signal recognition particle subunit SRP21,Subunit of the signal recognition particle (SRP); SRP functions in protein targeting to the endoplasmic reticulum membrane; not found in mammalian SRP; forms a pre-SRP structure in the nucleolus that is translocated to the cytoplasm,SRP21,chrXI,212495,212998,-1
ORF,S000002171,YDL013W,HEX3|SUMO-targeted ubiquitin ligase complex subunit SLX5|ULS2,"Subunit of the Slx5-Slx8 SUMO-targeted Ub ligase (STUbL) complex; role in Ub-mediated degradation of histone variant Cse4p preventing mislocalization to euchromatin; role in proteolysis of spindle positioning protein Kar9p, and DNA repair proteins Rad52p and Rad57p; forms SUMO-dependent nuclear foci, including DNA repair centers; contains a RING domain and two SIM motifs; associates with the centromere; required for maintenance of genome integrity like human ortholog RNF4",SLX5,chrIV,429067,430926,1
ORF,S000005394,YOL034W,DNA repair ATPase SMC5,Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; binds single-stranded DNA and has ATPase activity; supports nucleolar function; S. pombe homolog forms a heterodimer with S. pombe Rad18p that is involved in DNA repair,SMC5,chrXV,259923,263204,1
ORF,S000004375,YLR383W,DNA repair protein SMC6|RHC18,Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18,SMC6,chrXII,885288,888632,1
ORF,S000000840,YER038C,NSE6|Smc5-Smc6 complex subunit KRE29,Subunit of the SMC5-SMC6 complex; this complex is involved in removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance,KRE29,chrV,226858,228252,-1
ORF,S000004788,YMR176W,,"Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p, recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p, independently of Rpd3p, to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume, large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress",ECM5,chrXIII,611740,615975,1
ORF,S000000487,YBR283C,,Subunit of the Ssh1 translocon complex; Sec61p homolog involved in co-translational pathway of protein translocation; not essential,SSH1,chrII,768943,770415,-1
ORF,S000001017,YHL025W,,Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf5p; relocates to the cytosol under hypoxic conditions,SNF6,chrVIII,54851,55849,1
ORF,S000000493,YBR289W,HAF4|SWI10|TYE4,Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p; relocates to the cytosol under hypoxic conditions,SNF5,chrII,779667,782384,1
ORF,S000002480,YDR073W,,Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions,SNF11,chrIV,592439,592948,1
ORF,S000005937,YPL016W,ADR6|GAM3|LPA1|[SWI(+)]|[SWI+],"Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer",SWI1,chrXVI,521014,524958,1
ORF,S000003712,YJL176C,HAF2|TYE2,"Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; relocates to the cytosol under hypoxic conditions",SWI3,chrX,92053,94530,-1
ORF,S000004897,YMR284W,ATP-dependent DNA helicase YKU70|HDF1|KU70|NES24,"Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance, structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair",YKU70,chrXIII,838187,839995,1
ORF,S000001210,YHR167W,,"Subunit of the THO and TREX complexes; THO connects transcription elongation and mitotic recombination, and TREX is recruited to activated genes and couples transcription to mRNA export; involved in telomere maintenance",THP2,chrVIII,439342,440127,1
ORF,S000004527,YML062C,MFT52,"Subunit of the THO complex; THO is a nuclear complex comprised of Hpr1p, Mft1p, Rlr1p, and Thp2p, that is involved in transcription elongation and mitotic recombination; involved in telomere maintenance",MFT1,chrXIII,147505,148683,-1
ORF,S000005083,YNL139C,LDB5|RLR1|ZRG13,Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids,THO2,chrXIV,360924,365717,-1
ORF,S000006019,YPL098C,,Subunit of the TIM23 translocase complex; acts to couple Tim21p with the core Tim23 translocase; provides quality control for insertion of membrane proteins by regulating their release into the inner membrane by the TIM23 complex; absolutely required for mitochondrial import of presequence-containing proteins at elevated temperature; required for viability of cells lacking the mitochondrial genome (petite-negative phenotype),MGR2,chrXVI,364386,364727,-1
ORF,S000004008,YLR018C,,"Subunit of the transmembrane ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis and spindle pole body duplication",POM34,chrXII,178707,179606,-1
ORF,S000004493,YML031W,,"Subunit of the transmembrane ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis and spindle pole body duplication; homologous to human NDC1",NDC1,chrXIII,214189,216156,1
ORF,S000000176,YBL080C,glutamyl-tRNA(Gln) amidotransferase subunit PET112,Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; mutation is functionally complemented by the bacterial GatB ortholog,PET112,chrII,73070,74695,-1
ORF,S000004907,YMR293C,GEP6|glutamyl-tRNA(Gln) amidotransferase subunit HER2|LRC6|QRS1|RRG6,Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; required for remodeling of ER caused by Hmg2p overexpression; similar to bacterial GatA glutamyl-tRNA amidotransferase,HER2,chrXIII,855399,856793,-1
ORF,S000003334,YGR102C,glutamyl-tRNA(Gln) amidotransferase subunit F,Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; transposon insertion mutant is salt sensitive and null mutant has growth defects; non-tagged protein is detected in purified mitochondria,GTF1,chrVII,694584,695135,-1
ORF,S000004663,YMR059W,,"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface",SEN15,chrXIII,391099,391485,1
ORF,S000006004,YPL083C,tRNA splicing endonuclease subunit SEN54,"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface",SEN54,chrXVI,396702,398105,-1
ORF,S000004095,YLR105C,tRNA splicing endonuclease subunit SEN2,"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen2p contains the active site for tRNA 5' splice site cleavage and has similarity to Sen34p and to Archaeal tRNA splicing endonuclease; localizes to the peroxisome in a Pex5p-dependent manner in oleate",SEN2,chrXII,347047,348180,-1
ORF,S000000066,YAR008W,FUN4|tRNA splicing endonuclease subunit SEN34,"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease",SEN34,chrI,158966,159793,1
ORF,S000003529,YHR001W-A,ubiquinol--cytochrome-c reductase subunit 10,"Subunit of the ubiqunol-cytochrome c oxidoreductase complex; this complex comprises part of the mitochondrial respiratory chain; members include Cobp, Rip1p, Cyt1p, Cor1p, Qcr2p, Qcr6p, Qcr7p, Qcr8p, Qcr9p, and Qcr10p and comprises part of the mitochondrial respiratory chain",QCR10,chrVIII,107826,108122,1
ORF,S000002545,YDR138W,TRF1,"Subunit of THO/TREX complexes; this complex couple transcription elongation with mitotic recombination and with mRNA metabolism and export, subunit of an RNA Pol II complex; regulates lifespan; involved in telomere maintenance; similar to Top1p",HPR1,chrIV,730578,732836,1
ORF,S000004951,YNL006W,TOR complex subunit LST8,"Subunit of TORC1 and TORC2 involved in TOR signaling; TORC1 regulates nutrient responsive growth and TORC2 regulates plasma membrane (PM) homeostasis and cell-cycle dependent actin cytoskeleton polarization; negative regulator of Rtg1p/3p and Gln3p transcription factors and amino acid biosynthesis; binds to both Tor1p and Tor2p, regulating the integrity and kinase activity of TORC2; PM retention is dependent on Avo3p; WD-repeat protein",LST8,chrXIV,620067,620978,1
ORF,S000004590,YML121W,Rag GTPase GTR1,"Subunit of TORC1-stimulating GTPase and EGO/GSE complex; subunit of Gtr1-Gtr2 GTPase that activates TORC1 in response to amino acid stimulation; subunit of EGO/GSE vacuolar membrane complex that regulates exit from rapamycin-induced growth arrest and sorting of Gap1p; involved in phosphate transport, telomeric chromatin silencing and oxidative stress response; activated by Iml1p (GAP) subunit of SEACIT complex; targeted to vacuole via AP-3 pathway; similar to human RagA and RagB",GTR1,chrXIII,26930,27862,1
ORF,S000006101,YPL180W,,Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin,TCO89,chrXVI,205248,207647,1
ORF,S000005438,YOL078W,,"Subunit of TORC2, a regulator of plasma membrane (PM) homeostasis; C-terminal PH domain binds to phosphoinositide-(4,5)-bisphosphate (PI(4,5)P2); binds directly to Ypk2p a Tor2p substrate and downstream TORC2 effector through a conserved central CRIM domain; acts with Tsc11p as a scaffold important for the integrity of the TORC2 complex; dispensable for PM localization of TORC2; role in regulating actin organization and growth control; orthologous to human MAPKAP1/SIN1",AVO1,chrXV,181682,185212,1
